plant,product,month,capacity,production,absdiff,reldiff
Dallas,ST1200,Feb 2016,82,0,82,98.79518072289157
Dallas,ST1200,Mar 2016,82,0,82,98.79518072289157
Dallas,ST1200R,Jan 2016,186,57,129,68.98395721925134
Dallas,ST1200R,Feb 2016,186,15,171,91.44385026737967
Dallas,ST1200R,Mar 2016,186,64,122,65.24064171122994
Dallas,Bandit 900,Jan 2016,206,159,47,22.705314009661837
Dallas,Bandit 900,Feb 2016,206,154,52,25.120772946859905
Dallas,Bandit 900,Mar 2016,206,119,87,42.028985507246375
Dallas,Bandit 1200,Jan 2016,117,0,117,99.15254237288136
Dallas,Bandit 1200,Feb 2016,117,2,115,97.45762711864407
Dallas,Bandit 1200,Mar 2016,117,0,117,99.15254237288136
Dallas,Bandit 1200S,Jan 2016,207,207,0,0
Dallas,Bandit 1200S,Feb 2016,207,207,0,0
Dallas,Bandit 1200S,Mar 2016,207,207,0,0
Dallas,Enduro 350,Jan 2016,43,0,43,97.72727272727273
Dallas,Enduro 350,Feb 2016,43,0,43,97.72727272727273
Dallas,Enduro 350,Mar 2016,43,0,43,97.72727272727273
Dallas,Enduro 450,Jan 2016,160,87,73,45.3416149068323
Dallas,Enduro 450,Feb 2016,160,89,71,44.099378881987576
Dallas,Enduro 450,Mar 2016,160,63,97,60.24844720496895
Dallas,Enduro 550,Jan 2016,104,104,0,0
Dallas,Enduro 550,Feb 2016,104,104,0,0
Dallas,Enduro 550,Mar 2016,104,104,0,0
Dallas,CRX500,Jan 2016,161,0,161,99.38271604938272
Dallas,CRX500,Feb 2016,161,0,161,99.38271604938272
Dallas,CRX500,Mar 2016,161,0,161,99.38271604938272
Dallas,CRS550,Jan 2016,86,86,0,0
Dallas,CRS550,Feb 2016,86,86,0,0
Dallas,CRS550,Mar 2016,86,86,0,0
Dallas,CRX600,Jan 2016,125,0,125,99.2063492063492
Dallas,CRX600,Feb 2016,125,0,125,99.2063492063492
Dallas,CRX600,Mar 2016,125,0,125,99.2063492063492
Dallas,CRX650,Jan 2016,35,0,35,97.22222222222223
Dallas,CRX650,Feb 2016,35,0,35,97.22222222222223
Dallas,CRX650,Mar 2016,35,0,35,97.22222222222223
Los Angeles,200S,Jan 2016,89,89,0,0
Los Angeles,200S,Feb 2016,89,89,0,0
Los Angeles,200S,Mar 2016,89,89,0,0
Los Angeles,300S,Jan 2016,61,61,0,0
Los Angeles,300S,Feb 2016,61,61,0,0
Los Angeles,300S,Mar 2016,61,61,0,0
Los Angeles,600S,Jan 2016,115,0,115,99.13793103448276
Los Angeles,600S,Feb 2016,115,0,115,99.13793103448276
Los Angeles,600S,Mar 2016,115,0,115,99.13793103448276
Los Angeles,626S,Jan 2016,213,213,0,0
Los Angeles,626S,Feb 2016,213,213,0,0
Los Angeles,626S,Mar 2016,213,213,0,0
Los Angeles,676S,Jan 2016,48,48,0,0
Los Angeles,676S,Feb 2016,48,48,0,0
Los Angeles,676S,Mar 2016,48,48,0,0
Los Angeles,676RS,Jan 2016,0,0,0,0
Los Angeles,676RS,Feb 2016,0,0,0,0
Los Angeles,676RS,Mar 2016,0,0,0,0
Los Angeles,900S,Jan 2016,156,156,0,0
Los Angeles,900S,Feb 2016,156,156,0,0
Los Angeles,900S,Mar 2016,156,156,0,0
Los Angeles,929S,Jan 2016,111,111,0,0
Los Angeles,929S,Feb 2016,111,111,0,0
Los Angeles,929S,Mar 2016,111,111,0,0
Los Angeles,996S,Jan 2016,204,204,0,0
Los Angeles,996S,Feb 2016,204,204,0,0
Los Angeles,996S,Mar 2016,204,204,0,0
Los Angeles,996RS,Jan 2016,36,36,0,0
Los Angeles,996RS,Feb 2016,36,36,0,0
Los Angeles,996RS,Mar 2016,36,36,0,0
Los Angeles,RoadStar,Jan 2016,143,0,143,99.30555555555556
Los Angeles,RoadStar,Feb 2016,143,0,143,99.30555555555556
Los Angeles,RoadStar,Mar 2016,143,0,143,99.30555555555556
Los Angeles,RoadLiner,Jan 2016,66,66,0,0
Los Angeles,RoadLiner,Feb 2016,66,66,0,0
Los Angeles,RoadLiner,Mar 2016,66,66,0,0
Los Angeles,Victory,Jan 2016,252,0,252,99.60474308300395
Los Angeles,Victory,Feb 2016,252,0,252,99.60474308300395
Los Angeles,Victory,Mar 2016,252,0,252,99.60474308300395
Los Angeles,Boulevard,Jan 2016,145,0,145,99.31506849315069
Los Angeles,Boulevard,Feb 2016,145,0,145,99.31506849315069
Los Angeles,Boulevard,Mar 2016,145,0,145,99.31506849315069
Los Angeles,KingTwin,Jan 2016,169,0,169,99.41176470588235
Los Angeles,KingTwin,Feb 2016,169,0,169,99.41176470588235
Los Angeles,KingTwin,Mar 2016,169,0,169,99.41176470588235
Los Angeles,MegaTwin,Jan 2016,261,0,261,99.61832061068702
Los Angeles,MegaTwin,Feb 2016,261,0,261,99.61832061068702
Los Angeles,MegaTwin,Mar 2016,261,0,261,99.61832061068702
Los Angeles,ST900,Jan 2016,160,0,160,99.37888198757764
Los Angeles,ST900,Feb 2016,160,0,160,99.37888198757764
Los Angeles,ST900,Mar 2016,160,0,160,99.37888198757764
Los Angeles,ST1200,Jan 2016,56,56,0,0
Los Angeles,ST1200,Feb 2016,56,56,0,0
Los Angeles,ST1200,Mar 2016,56,56,0,0
Los Angeles,ST1200R,Jan 2016,175,175,0,0
Los Angeles,ST1200R,Feb 2016,175,175,0,0
Los Angeles,ST1200R,Mar 2016,175,175,0,0
Los Angeles,Bandit 900,Jan 2016,111,0,111,99.10714285714286
Los Angeles,Bandit 900,Feb 2016,111,0,111,99.10714285714286
Los Angeles,Bandit 900,Mar 2016,111,0,111,99.10714285714286
Los Angeles,Bandit 1200,Jan 2016,272,0,272,99.63369963369964
Los Angeles,Bandit 1200,Feb 2016,272,0,272,99.63369963369964
Los Angeles,Bandit 1200,Mar 2016,272,0,272,99.63369963369964
Los Angeles,Bandit 1200S,Jan 2016,88,88,0,0
Los Angeles,Bandit 1200S,Feb 2016,88,88,0,0
Los Angeles,Bandit 1200S,Mar 2016,88,88,0,0
Los Angeles,Enduro 350,Jan 2016,225,0,225,99.5575221238938
Los Angeles,Enduro 350,Feb 2016,225,0,225,99.5575221238938
Los Angeles,Enduro 350,Mar 2016,225,0,225,99.5575221238938
Los Angeles,Enduro 450,Jan 2016,168,0,168,99.40828402366864
Los Angeles,Enduro 450,Feb 2016,168,0,168,99.40828402366864
Los Angeles,Enduro 450,Mar 2016,168,0,168,99.40828402366864
Los Angeles,Enduro 550,Jan 2016,37,37,0,0
Los Angeles,Enduro 550,Feb 2016,37,37,0,0
Los Angeles,Enduro 550,Mar 2016,37,37,0,0
Los Angeles,CRX500,Jan 2016,122,0,122,99.1869918699187
Los Angeles,CRX500,Feb 2016,122,0,122,99.1869918699187
Los Angeles,CRX500,Mar 2016,122,0,122,99.1869918699187
Los Angeles,CRS550,Jan 2016,147,147,0,0
Los Angeles,CRS550,Feb 2016,147,147,0,0
Los Angeles,CRS550,Mar 2016,147,147,0,0
Los Angeles,CRX600,Jan 2016,126,111,15,11.811023622047244
Los Angeles,CRX600,Feb 2016,126,99,27,21.25984251968504
Los Angeles,CRX600,Mar 2016,126,60,66,51.968503937007874
Los Angeles,CRX650,Jan 2016,274,274,0,0
Los Angeles,CRX650,Feb 2016,274,274,0,0
Los Angeles,CRX650,Mar 2016,274,274,0,0
Mexico,200S,Jan 2016,53,53,0,0
Mexico,200S,Feb 2016,53,53,0,0
Mexico,200S,Mar 2016,53,53,0,0
Mexico,300S,Jan 2016,259,0,259,99.61538461538461
Mexico,300S,Feb 2016,259,0,259,99.61538461538461
Mexico,300S,Mar 2016,259,0,259,99.61538461538461
Mexico,600S,Jan 2016,80,0,80,98.76543209876543
Mexico,600S,Feb 2016,80,0,80,98.76543209876543
Mexico,600S,Mar 2016,80,0,80,98.76543209876543
Mexico,626S,Jan 2016,345,267,78,22.54335260115607
Mexico,626S,Feb 2016,345,270,75,21.67630057803468
Mexico,626S,Mar 2016,345,263,82,23.69942196531792
Mexico,676S,Jan 2016,76,0,76,98.7012987012987
Mexico,676S,Feb 2016,76,18,58,75.32467532467533
Mexico,676S,Mar 2016,76,64,12,15.584415584415584
Mexico,676RS,Jan 2016,33,33,0,0
Mexico,676RS,Feb 2016,33,33,0,0
Mexico,676RS,Mar 2016,33,33,0,0
Mexico,900S,Jan 2016,80,20,60,74.07407407407408
Mexico,900S,Feb 2016,80,10,70,86.41975308641975
Mexico,900S,Mar 2016,80,21,59,72.8395061728395
Mexico,929S,Jan 2016,30,30,0,0
Mexico,929S,Feb 2016,30,30,0,0
Mexico,929S,Mar 2016,30,30,0,0
Mexico,996S,Jan 2016,61,50,11,17.741935483870968
Mexico,996S,Feb 2016,61,47,14,22.580645161290324
Mexico,996S,Mar 2016,61,28,33,53.225806451612904
Mexico,996RS,Jan 2016,258,258,0,0
Mexico,996RS,Feb 2016,258,258,0,0
Mexico,996RS,Mar 2016,258,258,0,0
Mexico,RoadStar,Jan 2016,176,27,149,84.18079096045197
Mexico,RoadStar,Feb 2016,176,0,176,99.43502824858757
Mexico,RoadStar,Mar 2016,176,0,176,99.43502824858757
Mexico,RoadLiner,Jan 2016,226,226,0,0
Mexico,RoadLiner,Feb 2016,226,226,0,0
Mexico,RoadLiner,Mar 2016,226,226,0,0
Mexico,Victory,Jan 2016,168,0,168,99.40828402366864
Mexico,Victory,Feb 2016,168,0,168,99.40828402366864
Mexico,Victory,Mar 2016,168,0,168,99.40828402366864
Mexico,Boulevard,Jan 2016,159,45,114,71.25
Mexico,Boulevard,Feb 2016,159,52,107,66.875
Mexico,Boulevard,Mar 2016,159,75,84,52.5
Mexico,KingTwin,Jan 2016,270,0,270,99.6309963099631
Mexico,KingTwin,Feb 2016,270,0,270,99.6309963099631
Mexico,KingTwin,Mar 2016,270,0,270,99.6309963099631
Mexico,MegaTwin,Jan 2016,82,0,82,98.79518072289157
Mexico,MegaTwin,Feb 2016,82,0,82,98.79518072289157
Mexico,MegaTwin,Mar 2016,82,0,82,98.79518072289157
Mexico,ST900,Jan 2016,77,0,77,98.71794871794872
Mexico,ST900,Feb 2016,77,0,77,98.71794871794872
Mexico,ST900,Mar 2016,77,0,77,98.71794871794872
Mexico,ST1200,Jan 2016,164,164,0,0
Mexico,ST1200,Feb 2016,164,164,0,0
Mexico,ST1200,Mar 2016,164,164,0,0
Mexico,ST1200R,Jan 2016,152,94,58,37.908496732026144
Mexico,ST1200R,Feb 2016,152,140,12,7.8431372549019605
Mexico,ST1200R,Mar 2016,152,117,35,22.875816993464053
Mexico,Bandit 900,Jan 2016,140,0,140,99.29078014184397
Mexico,Bandit 900,Feb 2016,140,0,140,99.29078014184397
Mexico,Bandit 900,Mar 2016,140,0,140,99.29078014184397
Mexico,Bandit 1200,Jan 2016,271,0,271,99.63235294117646
Mexico,Bandit 1200,Feb 2016,271,0,271,99.63235294117646
Mexico,Bandit 1200,Mar 2016,271,0,271,99.63235294117646
Mexico,Bandit 1200S,Jan 2016,120,120,0,0
Mexico,Bandit 1200S,Feb 2016,120,120,0,0
Mexico,Bandit 1200S,Mar 2016,120,120,0,0
Mexico,Enduro 350,Jan 2016,48,0,48,97.95918367346938
Mexico,Enduro 350,Feb 2016,48,0,48,97.95918367346938
Mexico,Enduro 350,Mar 2016,48,0,48,97.95918367346938
Mexico,Enduro 450,Jan 2016,122,0,122,99.1869918699187
Mexico,Enduro 450,Feb 2016,122,0,122,99.1869918699187
Mexico,Enduro 450,Mar 2016,122,0,122,99.1869918699187
Mexico,Enduro 550,Jan 2016,225,67,158,69.91150442477876
Mexico,Enduro 550,Feb 2016,225,81,144,63.716814159292035
Mexico,Enduro 550,Mar 2016,225,95,130,57.52212389380531
Mexico,CRX500,Jan 2016,186,0,186,99.46524064171123
Mexico,CRX500,Feb 2016,186,0,186,99.46524064171123
Mexico,CRX500,Mar 2016,186,0,186,99.46524064171123
Mexico,CRS550,Jan 2016,187,127,60,31.914893617021278
Mexico,CRS550,Feb 2016,187,94,93,49.46808510638298
Mexico,CRS550,Mar 2016,187,61,126,67.02127659574468
Mexico,CRX600,Jan 2016,64,0,64,98.46153846153847
Mexico,CRX600,Feb 2016,64,0,64,98.46153846153847
Mexico,CRX600,Mar 2016,64,0,64,98.46153846153847
Mexico,CRX650,Jan 2016,111,111,0,0
Mexico,CRX650,Feb 2016,111,111,0,0
Mexico,CRX650,Mar 2016,111,111,0,0
Toledo,200S,Jan 2016,42,42,0,0
Toledo,200S,Feb 2016,42,42,0,0
Toledo,200S,Mar 2016,42,42,0,0
Toledo,300S,Jan 2016,121,121,0,0
Toledo,300S,Feb 2016,121,121,0,0
Toledo,300S,Mar 2016,121,121,0,0
Toledo,600S,Jan 2016,242,179,63,25.925925925925927
Toledo,600S,Feb 2016,242,200,42,17.28395061728395
Toledo,600S,Mar 2016,242,242,0,0
Toledo,626S,Jan 2016,216,0,216,99.53917050691244
Toledo,626S,Feb 2016,216,0,216,99.53917050691244
Toledo,626S,Mar 2016,216,7,209,96.31336405529954
Toledo,676S,Jan 2016,103,103,0,0
Toledo,676S,Feb 2016,103,103,0,0
Toledo,676S,Mar 2016,103,103,0,0
Toledo,676RS,Jan 2016,263,148,115,43.56060606060606
Toledo,676RS,Feb 2016,263,163,100,37.878787878787875
Toledo,676RS,Mar 2016,263,175,88,33.333333333333336
Toledo,900S,Jan 2016,68,68,0,0
Toledo,900S,Feb 2016,68,68,0,0
Toledo,900S,Mar 2016,68,68,0,0
Toledo,929S,Jan 2016,74,0,74,98.66666666666667
Toledo,929S,Feb 2016,74,0,74,98.66666666666667
Toledo,929S,Mar 2016,74,0,74,98.66666666666667
Toledo,996S,Jan 2016,57,57,0,0
Toledo,996S,Feb 2016,57,57,0,0
Toledo,996S,Mar 2016,57,57,0,0
Toledo,996RS,Jan 2016,255,0,255,99.609375
Toledo,996RS,Feb 2016,255,0,255,99.609375
Toledo,996RS,Mar 2016,255,0,255,99.609375
Toledo,RoadStar,Jan 2016,173,0,173,99.42528735632185
Toledo,RoadStar,Feb 2016,173,0,173,99.42528735632185
Toledo,RoadStar,Mar 2016,173,0,173,99.42528735632185
Toledo,RoadLiner,Jan 2016,212,57,155,72.7699530516432
Toledo,RoadLiner,Feb 2016,212,37,175,82.15962441314554
Toledo,RoadLiner,Mar 2016,212,39,173,81.22065727699531
Toledo,Victory,Jan 2016,48,0,48,97.95918367346938
Toledo,Victory,Feb 2016,48,0,48,97.95918367346938
Toledo,Victory,Mar 2016,48,0,48,97.95918367346938
Toledo,Boulevard,Jan 2016,126,126,0,0
Toledo,Boulevard,Feb 2016,126,126,0,0
Toledo,Boulevard,Mar 2016,126,126,0,0
Toledo,KingTwin,Jan 2016,263,0,263,99.62121212121212
Toledo,KingTwin,Feb 2016,263,0,263,99.62121212121212
Toledo,KingTwin,Mar 2016,263,0,263,99.62121212121212
Toledo,MegaTwin,Jan 2016,258,200,58,22.393822393822393
Toledo,MegaTwin,Feb 2016,258,236,22,8.494208494208495
Toledo,MegaTwin,Mar 2016,258,249,9,3.474903474903475
Toledo,ST900,Jan 2016,179,69,110,61.111111111111114
Toledo,ST900,Feb 2016,179,57,122,67.77777777777777
Toledo,ST900,Mar 2016,179,27,152,84.44444444444444
Toledo,ST1200,Jan 2016,95,95,0,0
Toledo,ST1200,Feb 2016,95,95,0,0
Toledo,ST1200,Mar 2016,95,95,0,0
Toledo,ST1200R,Jan 2016,216,216,0,0
Toledo,ST1200R,Feb 2016,216,209,7,3.225806451612903
Toledo,ST1200R,Mar 2016,216,216,0,0
Toledo,Bandit 900,Jan 2016,237,0,237,99.5798319327731
Toledo,Bandit 900,Feb 2016,237,0,237,99.5798319327731
Toledo,Bandit 900,Mar 2016,237,0,237,99.5798319327731
Toledo,Bandit 1200,Jan 2016,112,112,0,0
Toledo,Bandit 1200,Feb 2016,112,112,0,0
Toledo,Bandit 1200,Mar 2016,112,112,0,0
Toledo,Bandit 1200S,Jan 2016,112,112,0,0
Toledo,Bandit 1200S,Feb 2016,112,112,0,0
Toledo,Bandit 1200S,Mar 2016,112,112,0,0
Toledo,Enduro 350,Jan 2016,183,11,172,93.47826086956522
Toledo,Enduro 350,Feb 2016,183,0,183,99.45652173913044
Toledo,Enduro 350,Mar 2016,183,0,183,99.45652173913044
Toledo,Enduro 450,Jan 2016,118,0,118,99.15966386554622
Toledo,Enduro 450,Feb 2016,118,0,118,99.15966386554622
Toledo,Enduro 450,Mar 2016,118,0,118,99.15966386554622
Toledo,Enduro 550,Jan 2016,267,267,0,0
Toledo,Enduro 550,Feb 2016,267,267,0,0
Toledo,Enduro 550,Mar 2016,267,267,0,0
Toledo,CRX500,Jan 2016,195,70,125,63.775510204081634
Toledo,CRX500,Feb 2016,195,57,138,70.40816326530613
Toledo,CRX500,Mar 2016,195,13,182,92.85714285714286
Toledo,CRS550,Jan 2016,129,0,129,99.23076923076923
Toledo,CRS550,Feb 2016,129,0,129,99.23076923076923
Toledo,CRS550,Mar 2016,129,0,129,99.23076923076923
Toledo,CRX600,Jan 2016,143,0,143,99.30555555555556
Toledo,CRX600,Feb 2016,143,0,143,99.30555555555556
Toledo,CRX600,Mar 2016,143,0,143,99.30555555555556
Toledo,CRX650,Jan 2016,104,104,0,0
Toledo,CRX650,Feb 2016,104,104,0,0
Toledo,CRX650,Mar 2016,104,104,0,0
Bucarest,200S,Jan 2016,210,210,0,0
Bucarest,200S,Feb 2016,210,210,0,0
Bucarest,200S,Mar 2016,210,210,0,0
Bucarest,300S,Jan 2016,84,84,0,0
Bucarest,300S,Feb 2016,84,84,0,0
Bucarest,300S,Mar 2016,84,84,0,0
Bucarest,600S,Jan 2016,251,251,0,0
Bucarest,600S,Feb 2016,251,251,0,0
Bucarest,600S,Mar 2016,251,251,0,0
Bucarest,626S,Jan 2016,195,0,195,99.48979591836735
Bucarest,626S,Feb 2016,195,0,195,99.48979591836735
Bucarest,626S,Mar 2016,195,0,195,99.48979591836735
Bucarest,676S,Jan 2016,97,82,15,15.306122448979592
Bucarest,676S,Feb 2016,97,97,0,0
Bucarest,676S,Mar 2016,97,97,0,0
Bucarest,676RS,Jan 2016,152,152,0,0
Bucarest,676RS,Feb 2016,152,152,0,0
Bucarest,676RS,Mar 2016,152,152,0,0
Bucarest,900S,Jan 2016,214,214,0,0
Bucarest,900S,Feb 2016,214,209,5,2.3255813953488373
Bucarest,900S,Mar 2016,214,214,0,0
Bucarest,929S,Jan 2016,267,267,0,0
Bucarest,929S,Feb 2016,267,267,0,0
Bucarest,929S,Mar 2016,267,267,0,0
Bucarest,996S,Jan 2016,44,44,0,0
Bucarest,996S,Feb 2016,44,44,0,0
Bucarest,996S,Mar 2016,44,44,0,0
Bucarest,996RS,Jan 2016,151,11,140,92.10526315789474
Bucarest,996RS,Feb 2016,151,39,112,73.6842105263158
Bucarest,996RS,Mar 2016,151,40,111,73.02631578947368
Bucarest,RoadStar,Jan 2016,150,0,150,99.33774834437087
Bucarest,RoadStar,Feb 2016,150,0,150,99.33774834437087
Bucarest,RoadStar,Mar 2016,150,0,150,99.33774834437087
Bucarest,RoadLiner,Jan 2016,65,47,18,27.272727272727273
Bucarest,RoadLiner,Feb 2016,65,65,0,0
Bucarest,RoadLiner,Mar 2016,65,65,0,0
Bucarest,Victory,Jan 2016,274,192,82,29.818181818181817
Bucarest,Victory,Feb 2016,274,182,92,33.45454545454545
Bucarest,Victory,Mar 2016,274,144,130,47.27272727272727
Bucarest,Boulevard,Jan 2016,173,173,0,0
Bucarest,Boulevard,Feb 2016,173,173,0,0
Bucarest,Boulevard,Mar 2016,173,173,0,0
Bucarest,KingTwin,Jan 2016,190,190,0,0
Bucarest,KingTwin,Feb 2016,190,190,0,0
Bucarest,KingTwin,Mar 2016,190,190,0,0
Bucarest,MegaTwin,Jan 2016,163,163,0,0
Bucarest,MegaTwin,Feb 2016,163,163,0,0
Bucarest,MegaTwin,Mar 2016,163,163,0,0
Bucarest,ST900,Jan 2016,216,0,216,99.53917050691244
Bucarest,ST900,Feb 2016,216,0,216,99.53917050691244
Bucarest,ST900,Mar 2016,216,0,216,99.53917050691244
